Dimension,Function,Algorithm,Variant_A,Variant_B,N_Pairs,Mean_Log10_AminusB,Median_Log10_AminusB,Shapiro_p,Paired_t_p,Wilcoxon_p,Cohen_dz,Rank_Biserial,Wilcoxon_p_Holm_Block,Paired_t_p_Holm_Block
10,1,L-SHADE,SHAP-CF,Standard,30,0.001400930871303115,0.0,0.0001355655610956619,0.9390062961352195,0.7959872153886274,0.014092024067389023,-0.375,1.0,1.0
10,1,OPA,ACME-CF,IBREAKDOWN-CF,30,-0.010358692203294556,0.0,1.7310769649742545e-10,0.9136000726258262,0.954431397113681,-0.019982599839350593,0.3333333333333333,1.0,1.0
10,1,OPA,ACME-CF,LIME-CF,30,0.27774854311556096,2.1649348980190553e-15,6.051389294026604e-11,0.3925360255994843,0.14507695028788475,0.15846921752855783,0.3333333333333333,1.0,1.0
10,1,OPA,ACME-CF,SHAP-CF,30,0.10419118086750799,0.0,3.924039923952538e-10,0.5221351308985783,0.4654153212400317,0.11829308600239201,0.2,1.0,1.0
10,1,OPA,ACME-CF,Standard,30,-0.07078726193093923,0.0,7.766383850238983e-12,0.32558204811412406,0.7366172061350037,-0.18257416277019503,-0.3333333333333333,1.0,1.0
10,1,OPA,IBREAKDOWN-CF,LIME-CF,30,0.2881072353188554,6.2727600891321345e-15,4.9767558554233615e-11,0.3716177415913725,0.13735471033618618,0.16568762090955172,0.0,1.0,1.0
10,1,OPA,IBREAKDOWN-CF,SHAP-CF,30,0.11454987307080253,0.0,3.066781939804962e-10,0.46902170840785873,0.5485062355001472,0.13395480438702898,0.2,1.0,1.0
10,1,OPA,IBREAKDOWN-CF,Standard,30,-0.060428569727644675,0.0,7.766377211921473e-12,0.32558198090215296,0.517212372332283,-0.18257418856533852,-1.0,1.0,1.0
10,1,OPA,LIME-CF,SHAP-CF,30,-0.17355736224805296,0.0,9.212964403649919e-11,0.3408804682851776,0.3155263919366913,-0.1767943498793069,0.0,1.0,1.0
10,1,OPA,LIME-CF,Standard,30,-0.3485358050465002,-1.1102230246251565e-15,1.4109507949920635e-11,0.26908410195326143,0.18289563683046106,-0.20571615365777182,-0.5,1.0,1.0
10,1,OPA,SHAP-CF,Standard,30,-0.1749784427984472,0.0,2.4189764953364768e-11,0.22584515600408542,0.8192020334011836,-0.22592700103625046,-1.0,1.0,1.0
10,1,PSO,ACME-CF,IBREAKDOWN-CF,30,-0.0028286088102079296,0.0,8.593955469651928e-10,0.7312533642097399,0.8657723749926214,-0.06331480987779944,0.14285714285714285,1.0,1.0
10,1,PSO,ACME-CF,LIME-CF,30,-0.000607906654437566,0.0,4.0849802426251176e-09,0.9530475920777881,0.7353166906373405,-0.010843373245079193,0.14285714285714285,1.0,1.0
10,1,PSO,ACME-CF,SHAP-CF,30,-0.004925264314693993,0.0,1.8540817782391559e-10,0.5130307711081707,0.892738400944348,-0.12091240576192089,-0.2,1.0,1.0
10,1,PSO,ACME-CF,Standard,30,-0.0008021493047193573,0.0,1.4268285584468027e-07,0.7066179631020418,0.6120898800892568,-0.06940214926591717,-0.42857142857142855,1.0,1.0
10,1,PSO,IBREAKDOWN-CF,LIME-CF,30,0.002220702155770364,0.0,6.6637259576396545e-09,0.6225232035358528,1.0,0.0908476133659406,-0.14285714285714285,1.0,1.0
10,1,PSO,IBREAKDOWN-CF,SHAP-CF,30,-0.002096655504486063,0.0,9.34679929914859e-09,0.47674028009230884,0.463071015014588,-0.13161847029836943,0.0,1.0,1.0
10,1,PSO,IBREAKDOWN-CF,Standard,30,0.002026459505488572,0.0,6.892191744232826e-10,0.8109426227122787,0.7353166906373405,0.04407370217561055,-0.14285714285714285,1.0,1.0
10,1,PSO,LIME-CF,SHAP-CF,30,-0.004317357660256427,0.0,3.8586781649503084e-08,0.4749035934006376,0.6120898800892568,-0.13217242025845938,-0.14285714285714285,1.0,1.0
